sample_id,fold,split,node_id,forecast_origin,horizon,stored_target,recomputed_target,absolute_difference,target_match,history_length,history_latest_le_origin,target_observed_count_recomputed
646f16e27ecbde4730829c84,1,validation,N041,2026-01-14 23:00:00,1,88.0,88.0,0.0,True,24,True,1
f0abe7301839cf090e914c5d,4,train,N047,2025-12-29 14:00:00,1,64.66666666666667,64.66666666666667,0.0,True,24,True,1
bed7a6936e45463239637db0,2,train,N026,2025-12-16 04:00:00,6,100.0,100.0,0.0,True,24,True,6
ff4f465df14ebedc0e5e924f,4,train,N033,2026-01-10 17:00:00,3,100.0,100.0,0.0,True,24,True,3
b05bb4d232b6e99a30454478,4,train,N041,2025-12-24 21:00:00,1,84.0,84.0,0.0,True,24,True,1
e060cc6da5d44e895290a605,4,validation,N047,2026-02-04 22:00:00,1,78.0,78.0,0.0,True,24,True,1
9c50495f6db4ead061631ae2,5,train,N049,2026-01-09 00:00:00,1,53.0,53.0,0.0,True,24,True,1
ff3e66057f5f97e334276d49,2,validation,N042,2026-01-22 21:00:00,3,78.0,78.0,0.0,True,24,True,3
a0750b98f7629e4b30215464,2,train,N008,2025-12-17 03:00:00,1,90.0,90.0,0.0,True,24,True,1
42b91c8daa79eacdae9273a2,3,train,N021,2026-01-04 14:00:00,1,100.0,100.0,0.0,True,24,True,1
2cf38bfc3b8c88533f006d7b,6,train,N006,2025-12-31 02:00:00,3,90.0,90.0,0.0,True,24,True,3
b1cb471890d0c5e7620ec6ca,4,train,N031,2026-01-08 10:00:00,6,100.0,100.0,0.0,True,24,True,6
e9095346e73f63fa9819c1da,2,validation,N025,2026-01-24 17:00:00,1,98.0,98.0,0.0,True,24,True,1
315eb3a0c90ebeda5957bfae,3,train,N007,2025-12-25 08:00:00,3,90.0,90.0,0.0,True,24,True,3
e17e3258cea7ae03d0d98224,3,train,N015,2026-01-02 21:00:00,3,94.0,94.0,0.0,True,24,True,3
604b9bfcd8ff6b2b061c4f44,2,train,N015,2025-12-18 17:00:00,6,94.0,94.0,0.0,True,24,True,6
6d939638d21114ab91f264d4,2,train,N030,2025-12-16 02:00:00,6,98.0,98.0,0.0,True,24,True,6
5f1e6a3e987e4d85f0046f18,1,train,N035,2025-12-18 14:00:00,1,100.0,100.0,0.0,True,24,True,1
b1e905701e54e13c67d37b96,5,train,N006,2026-01-15 14:00:00,1,90.0,90.0,0.0,True,24,True,1
a7f7a3f4f7d17fe8e641e841,4,train,N047,2026-01-15 14:00:00,6,65.41666666666667,65.41666666666667,0.0,True,24,True,6
47c9e300e318a0d3a7d5e40e,2,validation,N041,2026-01-19 11:00:00,6,87.1,87.1,0.0,True,24,True,5
91f32aebb6bf833f3d529cc9,1,train,N047,2026-01-05 09:00:00,3,65.1388888888889,65.1388888888889,0.0,True,24,True,3
20af190899ef79799e36863f,3,validation,N031,2026-01-28 10:00:00,3,100.0,100.0,0.0,True,24,True,3
a1b6869a78f6c01d1d2bed88,1,train,N012,2025-12-09 19:00:00,6,94.0,94.0,0.0,True,24,True,5
30f203aac90fc0d2874cefc2,3,train,N045,2025-12-24 05:00:00,3,72.52777777777777,72.52777777777777,0.0,True,24,True,3
7d1218389222b765eceac77b,6,validation,N036,2026-02-19 19:00:00,3,100.0,100.0,0.0,True,24,True,3
c948be4d5ed7580460746091,4,test,N027,2026-02-09 05:00:00,6,100.0,100.0,0.0,True,24,True,6
c368e07585b6b95b6e30f301,1,train,N021,2025-12-18 09:00:00,1,100.0,100.0,0.0,True,24,True,1
3d6585668890ba62ad1b82f0,2,train,N032,2025-12-27 09:00:00,3,100.0,100.0,0.0,True,24,True,3
3c0cf41fb171f13a85d3d7e9,3,train,N029,2025-12-28 06:00:00,1,98.0,98.0,0.0,True,24,True,1
b645bd1f62894b8f56f613fb,5,train,N043,2026-01-13 23:00:00,6,77.55555555555556,77.55555555555556,0.0,True,24,True,6
5d35ca9bfedb1cbb1f08b035,4,train,N033,2025-12-16 01:00:00,1,100.0,100.0,0.0,True,24,True,1
b637bb14a49a841c13528878,2,train,N032,2025-12-22 06:00:00,6,100.0,100.0,0.0,True,24,True,6
19032076d4de64d891e91e78,1,train,N002,2025-12-17 23:00:00,1,94.0,94.0,0.0,True,24,True,1
f65b32c7c06d358f2371617d,2,train,N018,2025-12-20 16:00:00,1,98.0,98.0,0.0,True,24,True,1
8cfab051be0daea34cc9df52,4,test,N036,2026-02-13 22:00:00,6,100.0,100.0,0.0,True,24,True,5
4c55bf24cc459a2fc6d02e1a,1,test,N037,2026-01-22 05:00:00,1,100.0,100.0,0.0,True,24,True,1
fe76e5055e9d7d98a604e2f2,1,train,N043,2025-12-14 03:00:00,3,78.0,78.0,0.0,True,24,True,3
eef0230bacd89c358b431846,4,train,N047,2025-12-18 22:00:00,1,78.0,78.0,0.0,True,24,True,1
395b0e694c22c85ae1881c8e,5,train,N027,2026-01-11 21:00:00,6,100.0,100.0,0.0,True,24,True,6
67219e2c05875559b5be3c01,6,train,N048,2025-12-28 19:00:00,1,58.0,58.0,0.0,True,24,True,1
e63f9748f43ef39ca881f17b,2,test,N009,2026-01-30 10:00:00,1,90.0,90.0,0.0,True,24,True,1
9b5b43b1b179c661ea9b456f,4,train,N020,2025-12-29 17:00:00,1,100.0,100.0,0.0,True,24,True,1
46223b20e92b68839f4d6f8c,1,train,N051,2026-01-10 16:00:00,1,63.0,63.0,0.0,True,24,True,1
f4ecd848d16a7df9297caf23,1,train,N030,2025-12-27 20:00:00,1,93.0,93.0,0.0,True,24,True,1
815aa286ab5632d1a45c484a,6,test,N032,2026-02-25 19:00:00,6,99.05555555555554,99.05555555555554,0.0,True,24,True,6
17415976fbd3952a93f4ff1f,3,train,N021,2025-12-26 09:00:00,1,100.0,100.0,0.0,True,24,True,1
60faf0e09954f265d3424df4,5,train,N004,2025-12-12 17:00:00,3,90.0,90.0,0.0,True,24,True,3
9a7cf2443545a3eaa27f7fb9,6,train,N020,2025-12-23 18:00:00,6,100.0,100.0,0.0,True,24,True,6
b3353a725ff619e8f7dc5b6c,6,train,N023,2026-01-08 05:00:00,6,99.26666666666667,99.26666666666667,0.0,True,24,True,5
c081eeeedfbf34cfff7870b3,3,train,N010,2025-12-26 04:00:00,3,94.0,94.0,0.0,True,24,True,3
95645cf810dbc45d14df86db,6,train,N006,2026-02-05 07:00:00,3,90.0,90.0,0.0,True,24,True,3
b6f7cb270fb8e9d4c33afacd,6,test,N044,2026-02-23 11:00:00,3,62.44444444444445,62.44444444444445,0.0,True,24,True,3
cb0a5acc9e2763ca42e2e1cb,6,train,N013,2025-12-17 05:00:00,6,94.0,94.0,0.0,True,24,True,6
f9a8f6bcff35122caad0a4c9,3,train,N001,2025-12-18 22:00:00,1,90.0,90.0,0.0,True,24,True,1
5abeefbd4bb242c26f32d6fb,5,train,N009,2025-12-15 17:00:00,6,90.0,90.0,0.0,True,24,True,6
953011d8c123728000ad48f4,1,train,N044,2025-12-20 12:00:00,6,61.47222222222223,61.47222222222223,0.0,True,24,True,6
500f1f108079577d33644400,2,train,N011,2025-12-19 21:00:00,1,94.0,94.0,0.0,True,24,True,1
2d6619baa5ed50c597e0c35b,5,train,N046,2025-12-11 03:00:00,3,86.41666666666667,86.41666666666667,0.0,True,24,True,3
90ea6252f7c038817bac3d60,2,train,N012,2025-12-28 22:00:00,1,94.0,94.0,0.0,True,24,True,1
b7ea709d77a7faba1dcbecde,4,train,N045,2025-12-11 01:00:00,6,75.36111111111111,75.36111111111111,0.0,True,24,True,6
80c9640fc076922d742b3fbc,2,train,N043,2025-12-18 00:00:00,1,78.0,78.0,0.0,True,24,True,1
d589d6323e52b9d2a85bd562,2,validation,N040,2026-01-23 07:00:00,6,100.0,100.0,0.0,True,24,True,5
ac866a6238dc92ee18441a86,6,train,N041,2026-01-16 23:00:00,1,88.0,88.0,0.0,True,24,True,1
867fbaf5d0149b3beb2b5ae1,4,train,N024,2026-02-01 02:00:00,1,100.0,100.0,0.0,True,24,True,1
f37f36cb041c6b80369cad69,5,train,N007,2026-02-07 00:00:00,1,90.0,90.0,0.0,True,24,True,1
826b309633d2af6fa6ce26d5,3,train,N027,2025-12-11 09:00:00,3,100.0,100.0,0.0,True,24,True,3
ccbc66b2c5e0390106bd5a9c,4,train,N001,2025-12-18 07:00:00,1,90.0,90.0,0.0,True,24,True,1
74fa5577003a2028f7ba0c9c,4,train,N039,2026-01-09 06:00:00,3,100.0,100.0,0.0,True,24,True,3
9f6af4fcb5749ff44e88cd13,5,train,N020,2025-12-14 06:00:00,6,100.0,100.0,0.0,True,24,True,6
a975a7961deb1465fdb2e2ca,3,train,N035,2026-01-05 04:00:00,6,100.0,100.0,0.0,True,24,True,6
b985e89c72db11de740631ca,4,train,N050,2026-01-08 22:00:00,1,41.0,41.0,0.0,True,24,True,1
721dc56628637ff02e8f45c9,3,train,N041,2026-01-15 18:00:00,6,85.2,85.2,0.0,True,24,True,5
f32f1c56e3e11e395a332269,6,validation,N016,2026-02-19 12:00:00,1,88.5,88.5,0.0,True,24,True,1
e53ba4d3d3dcaa6d77c6e335,3,train,N043,2025-12-24 16:00:00,3,56.63888888888889,56.63888888888889,0.0,True,24,True,3
a5da16af3aa20e56dc2838d3,5,validation,N031,2026-02-10 11:00:00,3,100.0,100.0,0.0,True,24,True,3
8e55a547bb368a1ebcff365d,6,validation,N014,2026-02-16 01:00:00,6,94.0,94.0,0.0,True,24,True,6
8d39e46abed7aa86c1b5f625,1,train,N022,2025-12-25 19:00:00,3,98.0,98.0,0.0,True,24,True,3
279a800e8ca42ceb856a483f,2,train,N018,2026-01-18 11:00:00,1,98.0,98.0,0.0,True,24,True,1
0cac6bf1738fd24546f622d2,3,train,N024,2025-12-30 20:00:00,6,95.94444444444446,95.94444444444446,0.0,True,24,True,6
b4a7004c6e0a5c59e1bb7007,2,train,N002,2026-01-17 11:00:00,1,94.0,94.0,0.0,True,24,True,1
63de9a9759caced87a2ea1bc,3,train,N030,2025-12-19 14:00:00,3,98.0,98.0,0.0,True,24,True,3
6aba1f07384eb571cdb675e3,5,train,N002,2026-01-26 08:00:00,3,94.0,94.0,0.0,True,24,True,3
6a0e7c71ef17ee860949d7f8,4,train,N030,2026-01-25 02:00:00,6,98.0,98.0,0.0,True,24,True,5
a1cb062dbb0c30a0d890c92a,6,train,N014,2026-01-07 16:00:00,1,94.0,94.0,0.0,True,24,True,1
a429416521a0d85860accd99,3,train,N013,2026-01-18 05:00:00,1,94.0,94.0,0.0,True,24,True,1
62b8d4314832e2978b585b21,1,validation,N043,2026-01-12 22:00:00,1,78.0,78.0,0.0,True,24,True,1
bfc429fc603a78e50bd49f04,6,train,N004,2025-12-26 02:00:00,6,90.0,90.0,0.0,True,24,True,6
94fe9dba134c34446bf46675,4,validation,N011,2026-02-02 21:00:00,1,94.0,94.0,0.0,True,24,True,1
088711c8120099b3ee47514d,3,train,N032,2025-12-11 13:00:00,3,100.0,100.0,0.0,True,24,True,3
bed41e7470bc8401f6277eae,6,train,N013,2025-12-12 01:00:00,3,94.0,94.0,0.0,True,24,True,3
6867925d2731b118d33a1080,3,train,N001,2026-01-07 04:00:00,1,90.0,90.0,0.0,True,24,True,1
17fce9bf03be776684defe33,1,train,N007,2025-12-31 06:00:00,6,89.0,89.0,0.0,True,24,True,6
eff22d047f9e48ea00c1913f,4,train,N020,2026-01-12 23:00:00,1,100.0,100.0,0.0,True,24,True,1
6e1dc164a5d97554ab66067c,4,test,N011,2026-02-11 04:00:00,6,94.0,94.0,0.0,True,24,True,5
b28afb1cb3ee4b83957952d8,3,train,N019,2025-12-26 00:00:00,6,98.0,98.0,0.0,True,24,True,6
eeb68248e261f7459afc0687,5,train,N048,2026-01-18 21:00:00,1,78.0,78.0,0.0,True,24,True,1
a8b095aa5bb75adcccb89ab4,1,validation,N038,2026-01-15 03:00:00,1,100.0,100.0,0.0,True,24,True,1
99e5cd64c7cb4e247d62d174,3,train,N028,2026-01-14 08:00:00,1,100.0,100.0,0.0,True,24,True,1
e0b07e7f90ad0b8c3c5ee063,2,validation,N008,2026-01-24 11:00:00,1,90.0,90.0,0.0,True,24,True,1
54fdd1b1de9ead5b0b740ec8,6,train,N038,2025-12-17 00:00:00,6,100.0,100.0,0.0,True,24,True,6
3677e3b8d18bb3837899d29e,2,train,N016,2026-01-12 09:00:00,6,99.0,99.0,0.0,True,24,True,5
8e6396273724373aedf605cb,6,train,N033,2025-12-27 12:00:00,6,96.45833333333333,96.45833333333333,0.0,True,24,True,6
37a2c74a3ea91c82647986d0,1,train,N028,2026-01-05 10:00:00,1,100.0,100.0,0.0,True,24,True,1
b4f888286c17fd3545bde2bf,2,train,N009,2025-12-09 20:00:00,6,90.0,90.0,0.0,True,24,True,5
8f00df9d70f76f13bb1c5447,2,train,N017,2025-12-17 21:00:00,1,91.66666666666667,91.66666666666667,0.0,True,24,True,1
8debb363fdf30865e4ae6e57,5,validation,N017,2026-02-13 13:00:00,3,99.0,99.0,0.0,True,24,True,3
7f528be526724515c8b8b4f8,5,train,N013,2026-02-04 07:00:00,1,94.0,94.0,0.0,True,24,True,1
d7ae3dffff174722db5f38c1,6,train,N051,2026-01-28 21:00:00,3,76.5,76.5,0.0,True,24,True,3
785ac78830ee175a72463e8c,4,train,N027,2025-12-28 22:00:00,6,100.0,100.0,0.0,True,24,True,6
6fcbd53453a583669c0bf818,5,train,N001,2025-12-19 21:00:00,3,90.0,90.0,0.0,True,24,True,3
b7748c6204d18b27dadcc9ba,2,train,N048,2026-01-04 15:00:00,1,67.0,67.0,0.0,True,24,True,1
78acf51d9771b5c7fbf4f020,1,test,N028,2026-01-21 15:00:00,3,98.55555555555556,98.55555555555556,0.0,True,24,True,3
4c374eef7211d023b50bdea0,1,train,N038,2025-12-17 01:00:00,3,100.0,100.0,0.0,True,24,True,3
851ca344dd7990a6f5e7d7d9,3,train,N046,2026-01-08 02:00:00,6,82.0,82.0,0.0,True,24,True,6
aab8e5200ffc7a0a21d2b99a,6,train,N049,2025-12-14 12:00:00,3,32.333333333333336,32.333333333333336,0.0,True,24,True,3
7878d1077850bedfdc61aba0,2,train,N035,2025-12-12 15:00:00,1,100.0,100.0,0.0,True,24,True,1
c0516487f46c480ea80462aa,3,train,N007,2025-12-26 20:00:00,3,84.77777777777777,84.77777777777777,0.0,True,24,True,3
70ce6a3e5070c7dd119a8b8b,4,train,N021,2025-12-11 02:00:00,3,100.0,100.0,0.0,True,24,True,3
f556be8d7f6bfb15fbbebcc6,5,train,N036,2026-01-08 13:00:00,3,100.0,100.0,0.0,True,24,True,3
ff11037a9ef831c61f70c09b,5,train,N013,2026-02-07 21:00:00,3,94.0,94.0,0.0,True,24,True,3
eacee150fe7f633559e7a612,4,train,N002,2025-12-13 15:00:00,6,93.91666666666667,93.91666666666667,0.0,True,24,True,6
79bf954d13c8d47afc5bc283,5,train,N019,2026-01-07 21:00:00,6,98.0,98.0,0.0,True,24,True,5
c29b20f5f11893fc68d61610,3,train,N001,2025-12-25 17:00:00,3,90.0,90.0,0.0,True,24,True,3
cc4c697f99cda2b101badfd8,4,train,N003,2026-01-16 09:00:00,6,90.0,90.0,0.0,True,24,True,5
c911e6ede25ba02aece237c0,6,train,N047,2025-12-29 00:00:00,6,77.66666666666667,77.66666666666667,0.0,True,24,True,6
5d1a02b03a53258128e6d8cd,6,train,N023,2025-12-10 06:00:00,6,100.0,100.0,0.0,True,24,True,6
48e4146853cdfd9cf292f90b,6,train,N033,2026-01-27 01:00:00,6,100.0,100.0,0.0,True,24,True,5
9aeb6d9775f7a9234abc902f,3,train,N028,2025-12-17 00:00:00,6,100.0,100.0,0.0,True,24,True,5
dda5d0573af0d498785bc1b6,4,train,N051,2025-12-23 15:00:00,3,59.416666666666664,59.416666666666664,0.0,True,24,True,3
7de2b439fc0dbf7ab0f9a33b,2,train,N001,2025-12-28 03:00:00,1,90.0,90.0,0.0,True,24,True,1
38b849887ad5eaf203785c61,6,train,N035,2026-01-14 04:00:00,6,100.0,100.0,0.0,True,24,True,6
a13e84e3ad32eb9a762edbb1,6,train,N008,2026-01-20 05:00:00,1,90.0,90.0,0.0,True,24,True,1
fbd0d60cfe2b73f960a4e00e,4,train,N035,2026-01-01 08:00:00,3,100.0,100.0,0.0,True,24,True,3
b5b45650585485c51f9cd04e,5,train,N045,2025-12-18 07:00:00,3,65.61111111111111,65.61111111111111,0.0,True,24,True,3
fae2634d521b512719eb98c1,5,train,N001,2026-02-04 10:00:00,3,90.0,90.0,0.0,True,24,True,3
f131cbcae4f9cdcac54270c8,3,train,N042,2026-01-03 22:00:00,1,78.0,78.0,0.0,True,24,True,1
16414b5ebfbc00cf544088d1,5,train,N013,2026-01-02 19:00:00,1,94.0,94.0,0.0,True,24,True,1
c432ab2b7883c0e972029323,1,train,N018,2025-12-30 06:00:00,3,98.0,98.0,0.0,True,24,True,3
8e47907a19e378328c9710a3,1,train,N039,2025-12-14 05:00:00,3,100.0,100.0,0.0,True,24,True,3
d2c22d783478c0252d871b36,5,train,N037,2025-12-21 12:00:00,1,100.0,100.0,0.0,True,24,True,1
2f51d27877c9f870f5597cf2,4,train,N045,2026-01-15 03:00:00,1,78.0,78.0,0.0,True,24,True,1
e4ce4968d5c993c95626a41d,3,train,N030,2025-12-20 18:00:00,1,98.0,98.0,0.0,True,24,True,1
900c122d58bfdcad741a5209,2,train,N039,2025-12-27 21:00:00,3,100.0,100.0,0.0,True,24,True,3
2bb39c057a2fd4aaf2ba74b9,2,train,N001,2025-12-22 13:00:00,1,90.0,90.0,0.0,True,24,True,1
b2164733f1dde3dc0f7abdf8,2,test,N007,2026-02-01 14:00:00,6,88.7,88.7,0.0,True,24,True,5
5962ec953df7ca3527bf8bf7,3,validation,N031,2026-01-30 03:00:00,1,100.0,100.0,0.0,True,24,True,1
79a5d029abcd6152a11044a3,3,train,N011,2026-01-05 10:00:00,1,94.0,94.0,0.0,True,24,True,1
836d7b609f7d18e491f7cc2d,4,train,N029,2025-12-26 07:00:00,1,98.0,98.0,0.0,True,24,True,1
67fae288f42fdd9b04cc103a,5,train,N035,2026-01-16 22:00:00,1,100.0,100.0,0.0,True,24,True,1
aefbd046a16271394fef3e72,1,train,N020,2025-12-23 13:00:00,1,100.0,100.0,0.0,True,24,True,1
bcfdf14a2b9e1dc6e9c96fa2,1,train,N011,2025-12-16 17:00:00,3,94.0,94.0,0.0,True,24,True,3
0ea61563e0512d332c916508,5,train,N048,2025-12-18 06:00:00,1,62.75,62.75,0.0,True,24,True,1
c098e6a1bc07d65aea1255cb,3,test,N024,2026-02-08 00:00:00,3,100.0,100.0,0.0,True,24,True,3
a27f547169cbef4d0a2c7633,3,train,N050,2025-12-20 14:00:00,6,29.48611111111111,29.48611111111111,0.0,True,24,True,6
4717d95d7b8289a1f04ac9de,2,train,N024,2025-12-25 21:00:00,1,100.0,100.0,0.0,True,24,True,1
5679949f1a9b0d35b223011b,2,train,N025,2026-01-13 08:00:00,1,98.0,98.0,0.0,True,24,True,1
761360849b729562d4a7c3c2,4,train,N017,2026-02-01 12:00:00,1,99.0,99.0,0.0,True,24,True,1
3d6d2b121de42b951cdddc91,2,test,N014,2026-01-31 16:00:00,1,94.0,94.0,0.0,True,24,True,1
cac91215a5c1e14e65b3ae18,6,train,N030,2025-12-20 13:00:00,3,98.0,98.0,0.0,True,24,True,3
269f5b5fa49dcece33616255,5,train,N016,2026-01-14 20:00:00,1,86.5,86.5,0.0,True,24,True,1
31d27ec7cfdb69f0be99f693,6,train,N046,2026-02-14 13:00:00,6,87.33333333333333,87.33333333333333,0.0,True,24,True,6
82d36c0832833d5f41147ede,1,train,N005,2025-12-11 09:00:00,1,43.0,43.0,0.0,True,24,True,1
10009b44b68e81b4bbe55d64,6,test,N033,2026-02-27 19:00:00,3,96.58333333333333,96.58333333333333,0.0,True,24,True,3
e34c6d0201fe4cc7aa409f46,2,train,N024,2025-12-19 21:00:00,6,100.0,100.0,0.0,True,24,True,6
79a77428a7b4ef65098661dd,5,test,N015,2026-02-19 22:00:00,6,94.0,94.0,0.0,True,24,True,6
ba9269be5df31dccc734bb33,4,train,N007,2025-12-14 16:00:00,6,90.0,90.0,0.0,True,24,True,6
2afda22da8d38504957e84dd,5,train,N042,2026-01-30 14:00:00,1,64.5,64.5,0.0,True,24,True,1
a97e177c737a3c9ea3928ec6,1,train,N012,2025-12-18 08:00:00,6,94.0,94.0,0.0,True,24,True,6
99194ce5f1b055cfc9a27c54,5,train,N016,2025-12-23 11:00:00,1,99.0,99.0,0.0,True,24,True,1
ffc264fe0bd35b377365da36,2,train,N051,2025-12-25 09:00:00,6,68.71666666666667,68.71666666666667,0.0,True,24,True,5
f81139e34e13ff591932b5e5,2,test,N005,2026-01-28 04:00:00,1,43.0,43.0,0.0,True,24,True,1
4c700ee86bbedce0c6b12466,1,train,N003,2025-12-13 08:00:00,6,90.0,90.0,0.0,True,24,True,6
11dfa7569f0d9c3d5a5fdd4a,3,validation,N012,2026-01-26 01:00:00,3,94.0,94.0,0.0,True,24,True,3
f4ec6018f7c6e713c50243c2,1,validation,N038,2026-01-14 04:00:00,3,100.0,100.0,0.0,True,24,True,3
5ae7c022d633bfcbbb0818f1,3,train,N042,2025-12-29 06:00:00,1,70.0,70.0,0.0,True,24,True,1
160f6962187e40e1a4c73f40,3,train,N045,2025-12-30 23:00:00,3,76.75,76.75,0.0,True,24,True,3
7599645ff67b6aa47c05e436,3,train,N010,2025-12-22 01:00:00,3,94.0,94.0,0.0,True,24,True,3
683a06372abf9d6acc4d341b,3,test,N047,2026-02-06 16:00:00,1,60.0,60.0,0.0,True,24,True,1
4310eae3ec94562f75537719,1,train,N025,2025-12-29 16:00:00,1,98.0,98.0,0.0,True,24,True,1
1592acea15934e819c20f394,5,train,N037,2025-12-27 12:00:00,6,97.125,97.125,0.0,True,24,True,6
f465de175639306a24de667e,5,train,N021,2026-02-06 13:00:00,6,100.0,100.0,0.0,True,24,True,6
700f5caf757a1d2291b835d1,4,train,N048,2026-01-30 19:00:00,6,73.43333333333334,73.43333333333334,0.0,True,24,True,5
687c86f23c709ff27f92b7d9,6,train,N019,2026-01-15 20:00:00,3,98.0,98.0,0.0,True,24,True,3
e1ee306631e8e326d68b06ea,1,train,N044,2025-12-26 07:00:00,6,66.30555555555556,66.30555555555556,0.0,True,24,True,6
cfff760e3fe6435ab72c68f3,2,train,N029,2026-01-02 19:00:00,1,98.0,98.0,0.0,True,24,True,1
ad5331ab52f0ceba922e86fa,5,train,N029,2026-01-30 21:00:00,1,98.0,98.0,0.0,True,24,True,1
acc33db1c9d8d272e7ebc756,5,train,N022,2026-01-02 23:00:00,1,98.0,98.0,0.0,True,24,True,1
b828373d3d1760711e3f5f7f,6,train,N021,2025-12-16 09:00:00,3,100.0,100.0,0.0,True,24,True,3
501a3174e964cb5753c493cd,1,train,N032,2026-01-06 19:00:00,6,98.25,98.25,0.0,True,24,True,6
680756c62d3504031e263072,5,train,N001,2025-12-26 09:00:00,3,90.0,90.0,0.0,True,24,True,3
0049748c65b5083426b5190d,6,train,N045,2025-12-23 11:00:00,1,65.75,65.75,0.0,True,24,True,1
e98352f2fa7c8048b40d67d4,6,train,N004,2026-01-08 18:00:00,1,90.0,90.0,0.0,True,24,True,1
b84723d627da74578640d02c,6,train,N042,2026-01-04 00:00:00,6,78.0,78.0,0.0,True,24,True,6
491814dad054715d6e490bd5,5,train,N032,2025-12-25 04:00:00,6,100.0,100.0,0.0,True,24,True,6
644b6d0bf024719cb86b0edb,6,train,N023,2026-01-06 10:00:00,6,100.0,100.0,0.0,True,24,True,6
316e9fd71385379ea214deed,6,train,N046,2026-01-19 20:00:00,3,88.0,88.0,0.0,True,24,True,3
c41929fcefdfd3b20286f344,1,train,N007,2025-12-16 11:00:00,6,90.0,90.0,0.0,True,24,True,6
4851f1e23238ef7af23cc77d,2,train,N030,2025-12-22 01:00:00,6,98.0,98.0,0.0,True,24,True,6
5906ba79dd732b8b54f7023d,6,train,N024,2026-01-04 22:00:00,1,100.0,100.0,0.0,True,24,True,1
c4c32be122bb674eb14b0244,5,train,N050,2026-01-02 18:00:00,6,40.4,40.4,0.0,True,24,True,5
1e499280d09a0d9619c097f1,4,train,N040,2025-12-16 15:00:00,3,94.44444444444444,94.44444444444444,0.0,True,24,True,3
c3661061b9b536d3fffe747a,6,train,N040,2026-01-01 06:00:00,1,100.0,100.0,0.0,True,24,True,1
d817bfc30c6e74c4d7f1f4be,3,train,N005,2026-01-22 18:00:00,1,43.0,43.0,0.0,True,24,True,1
8e73936134581929afcf79f0,1,train,N023,2025-12-12 14:00:00,6,99.8888888888889,99.8888888888889,0.0,True,24,True,6
7b9da887fb9593a4d9a9f26e,5,train,N019,2026-01-23 06:00:00,1,98.0,98.0,0.0,True,24,True,1
9535fb9e9be7e91d2eb82263,6,train,N011,2026-01-06 01:00:00,3,94.0,94.0,0.0,True,24,True,3
ca2b9ac7906048a119afc7fd,4,train,N033,2026-01-05 15:00:00,1,100.0,100.0,0.0,True,24,True,1
85d91772beac50de15b88c01,6,train,N037,2025-12-11 04:00:00,1,100.0,100.0,0.0,True,24,True,1
fceed79c617f19b89c28c424,6,train,N002,2025-12-21 00:00:00,6,94.0,94.0,0.0,True,24,True,6
17b9374c0ca4e0ecfde77132,2,train,N024,2025-12-13 17:00:00,1,100.0,100.0,0.0,True,24,True,1
a06210c813eac8e85bacbaea,4,train,N020,2025-12-25 14:00:00,3,100.0,100.0,0.0,True,24,True,3
e309062fe6d63bed565e0369,6,test,N034,2026-02-23 17:00:00,6,100.0,100.0,0.0,True,24,True,6
1f09061a8f7232efb250d93c,3,train,N028,2025-12-23 19:00:00,1,100.0,100.0,0.0,True,24,True,1
